Invoice/Item Number;Date;Store Number;Store Name;Address;City;Zip Code;Store Location;County Number;County;Category;Category Name;Vendor Number;Vendor Name;Item Number;Item Description;Pack;Bottle Volume (ml);State Bottle Cost;State Bottle Retail;Bottles Sold;Sale (Dollars);Volume Sold (Liters);Volume Sold (Gallons);Long;Lat
INV-02055300072;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1081200;Cream Liqueurs;330;Gemini Spirits;80456;Ryan's Cream Liqueur;12;750;6,03;9,05;;27,15;2,25;0,59;-95.027238;40.739231
INV-02055300069;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1031200;American Flavored Vodka;260;DIAGEO AMERICAS;77843;Smirnoff Strawberry;12;1000;9,25;13,88;;41,64;3;0,79;-95.027238;40.739231
INV-02055700016;2016-12-09 00:00:00;4266;Wal-Mart 1683 / Shenandoah;705 S Fremont;Shenandoah;51601;POINT (-95.385114 40.760282);73;PAGE;1011200;Straight Bourbon Whiskies;65;Jim Beam Brands;19476;Maker's Mark;12;750;17,5;26,25;;311,76;9;2,38;-95.385114;40.760282
INV-02055200008;2016-12-09 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1071100;Cocktails /RTD;395;PROXIMO;58838;Jose Cuervo Authentic Lime Margarita;6;1750;8,74;13,11;;73,8;10,5;2,77;-95.037849;40.726808
INV-02055300043;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1041100;American Dry Gins;370;PERNOD RICARD USA;32236;Seagrams Extra Dry Gin;12;750;6,49;9,74;;19,48;1,5;0,4;-95.027238;40.739231
INV-02076400001;2016-12-12 00:00:00;3045;Britt Food Center;8 2nd St NW;Britt;50423;POINT (-93.801917 43.098696);41;HANCOCK;1081400;American Schnapps;434;LUXCO INC;82147;Arrow Raspberry Schnapps;12;1000;5;7,5;;180;24;6,34;-93.801917;43.098696
INV-02055800020;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1012400;Irish Whiskies;370;PERNOD RICARD USA;15606;Green Spot;6;750;34,98;52,47;;314,82;4,5;1,19;-95.385111;40.761736
INV-02076400004;2016-12-12 00:00:00;3045;Britt Food Center;8 2nd St NW;Britt;50423;POINT (-93.801917 43.098696);41;HANCOCK;1071100;Cocktails /RTD;55;SAZERAC NORTH AMERICA;57174;Chi-Chi's Skinny Margarita;6;1750;6,5;9,75;;55,5;10,5;2,77;-93.801917;43.098696
INV-02055300059;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;;;85;Brown Forman Corp.;64674;Chambord Liqueur Royale De France;12;375;11,41;17,12;;34,24;0,75;0,2;-95.027238;40.739231
INV-02055300054;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1062500;Flavored Rum;65;Jim Beam Brands;44456;Cruzan Raspberry Rum;12;750;6,83;10,25;;20,5;1,5;0,4;-95.027238;40.739231
INV-02055200030;2016-12-09 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1051100;American Brandies;434;LUXCO INC;55086;Paramount Blackberry Brandy;12;750;5,48;8,22;;16,44;1,5;0,4;-95.037849;40.726808
INV-02055700010;2016-12-09 00:00:00;4266;Wal-Mart 1683 / Shenandoah;705 S Fremont;Shenandoah;51601;POINT (-95.385114 40.760282);73;PAGE;1082000;Imported Cordials & Liqueurs;192;Mast-Jagermeister US, Inc;65256;Jagermeister Liqueur;12;750;12,45;18,68;;216,96;9;2,38;-95.385114;40.760282
INV-02069600001;2016-12-09 00:00:00;5119;Corwith Farm Service;205 NW Elm St;Corwith;50430;POINT (-93.957384 42.99274);41;HANCOCK;1012100;Canadian Whiskies;260;DIAGEO AMERICAS;11298;Crown Royal Canadian Whisky;6;1750;31,99;47,99;;287,94;10,5;2,77;-93.957384;42.99274
INV-02055300061;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1081200;Cream Liqueurs;260;DIAGEO AMERICAS;68022;Baileys Salted Caramel;12;750;13;19,5;;56,25;2,25;0,59;-95.027238;40.739231
INV-02055800008;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1041100;American Dry Gins;300;McCormick Distilling Co.;31208;McCormick Gin Pet;6;1750;7,3;10,95;;65,7;10,5;2,77;-95.385111;40.761736
INV-02056000006;2016-12-09 00:00:00;4937;ROCSTOP;1310 W Sheridan Ave;Shenandoah;51601;POINT (-95.38464 40.765869);73;PAGE;1012100;Canadian Whiskies;260;DIAGEO AMERICAS;11296;Crown Royal;12;750;15,59;23,39;;271,32;9;2,38;-95.38464;40.765869
INV-02055600010;2016-12-09 00:00:00;4266;Wal-Mart 1683 / Shenandoah;705 S Fremont;Shenandoah;51601;POINT (-95.385114 40.760282);73;PAGE;1701100;Temporary & Specialty Packages;260;DIAGEO AMERICAS;77903;Smirnoff Peppermint Twist;12;750;8,25;12,38;;148,56;9;2,38;-95.385114;40.760282
INV-02055800073;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1082000;Imported Cordials & Liqueurs;260;DIAGEO AMERICAS;66226;Pimm's Cup No. 1;12;750;10;15;;15;0,75;0,2;-95.385111;40.761736
INV-02055800031;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1062500;Flavored Rum;65;Jim Beam Brands;44419;Cruzan Black Cherry Rum;12;750;6,83;10,25;;123;9;2,38;-95.385111;40.761736
INV-02055300023;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1081400;American Schnapps;434;LUXCO INC;81196;Paramount Peppermint Schnapps Traveler;12;750;4;6;;67,56;9;2,38;-95.027238;40.739231
INV-02055300011;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1011100;Blended Whiskies;492;WESTERN SPIRITS BEVERAGE;27474;Bird Dog Blackberry Whiskey;6;750;10;15;;90;4,5;1,19;-95.027238;40.739231
INV-02055800040;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1082000;Imported Cordials & Liqueurs;192;Mast-Jagermeister US, Inc;65253;Jagermeister Liqueur;48;200;3,74;5,61;;252,96;9,6;2,54;-95.385111;40.761736
INV-02055300083;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;;;255;Infinium Spirits;27141;Templeton 10YR Rye Special Reserve;3;750;76,33;114,5;;114,5;0,75;0,2;-95.027238;40.739231
INV-02055800006;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1011400;Tennessee Whiskies;85;Brown Forman Corp.;26821;Jack Daniels Old #7 Black Lbl Mini;12;500;9,06;13,59;;13,59;0,5;0,13;-95.385111;40.761736
INV-02055600003;2016-12-09 00:00:00;4266;Wal-Mart 1683 / Shenandoah;705 S Fremont;Shenandoah;51601;POINT (-95.385114 40.760282);73;PAGE;;;260;DIAGEO AMERICAS;115;Crown Royal w/Glass & Coaster;6;750;15,07;22,61;;271,32;9;2,38;-95.385114;40.760282
INV-02055300064;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1081200;Cream Liqueurs;305;Mhw LTD;73051;Rumchata Mini;12;500;8,87;13,31;;13,31;0,5;0,13;-95.027238;40.739231
INV-02055800022;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1011100;Blended Whiskies;395;PROXIMO;27605;Tin Cup;12;750;13,75;20,63;;247,56;9;2,38;-95.385111;40.761736
INV-02055800026;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1012100;Canadian Whiskies;65;Jim Beam Brands;10628;Canadian Club Whisky;6;1750;14,5;21,75;;141,78;10,5;2,77;-95.385111;40.761736
INV-02055800036;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1082200;Imported Schnapps;421;SAZERAC COMPANY  INC;69638;Dr. Mcgillicuddy's Cherry Schnapps;6;1750;14,66;21,99;;131,94;10,5;2,77;-95.385111;40.761736
INV-02076400014;2016-12-12 00:00:00;3045;Britt Food Center;8 2nd St NW;Britt;50423;POINT (-93.801917 43.098696);41;HANCOCK;1081200;Cream Liqueurs;305;Mhw LTD;73058;"""Rumchata """"MiniChatas"""" Creamer Cups""";12;375;7;10,5;;10,5;0,38;0,1;-93.801917;43.098696
INV-02076400003;2016-12-12 00:00:00;3045;Britt Food Center;8 2nd St NW;Britt;50423;POINT (-93.801917 43.098696);41;HANCOCK;1081200;Cream Liqueurs;305;Mhw LTD;73055;Rumchata;12;750;12,5;18,75;;225;9;2,38;-93.801917;43.098696
INV-02055800058;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1071100;Cocktails /RTD;35;BACARDI USA INC;56846;Bacardi Party Drinks Rum Island Iced Tea;6;1750;6,98;10,47;;20,94;3,5;0,92;-95.385111;40.761736
INV-02055300037;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1011100;Blended Whiskies;260;DIAGEO AMERICAS;25604;Seagrams 7 Crown Bl Whiskey;24;375;3,5;5,25;;31,5;2,25;0,59;-95.027238;40.739231
INV-02055700009;2016-12-09 00:00:00;4266;Wal-Mart 1683 / Shenandoah;705 S Fremont;Shenandoah;51601;POINT (-95.385114 40.760282);73;PAGE;1012100;Canadian Whiskies;115;CONSTELLATION BRANDS INC;11788;Black Velvet;6;1750;10,45;15,68;;89,58;10,5;2,77;-95.385114;40.760282
INV-02055800059;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1071100;Cocktails /RTD;260;DIAGEO AMERICAS;58801;Captain Morgan Long Island Iced Tea;6;1750;11;16,5;;33;3,5;0,92;-95.385111;40.761736
INV-02055200021;2016-12-09 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1031100;American Vodkas;380;Phillips Beverage;37348;Phillips Vodka;6;1750;7,6;11,4;;68,4;10,5;2,77;-95.037849;40.726808
INV-02055500005;2016-12-09 00:00:00;4246;Fareway Stores #938 / Shenandoah;1007 S Fremont St;Shenandoah;51601;;73;PAGE;1011200;Straight Bourbon Whiskies;55;SAZERAC NORTH AMERICA;21598;Ten High;6;1750;8,91;13,37;;83,16;10,5;2,77;;
INV-02056000001;2016-12-09 00:00:00;4937;ROCSTOP;1310 W Sheridan Ave;Shenandoah;51601;POINT (-95.38464 40.765869);73;PAGE;1062400;Spiced Rum;260;DIAGEO AMERICAS;43331;Captain Morgan Spiced Rum Mini;12;500;4,8;7,2;;86,4;6;1,59;-95.38464;40.765869
INV-02055300031;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1012100;Canadian Whiskies;85;Brown Forman Corp.;12464;Canadian Mist Whisky;24;375;2,9;4,35;;26,1;2,25;0,59;-95.027238;40.739231
INV-02055300020;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1071100;Cocktails /RTD;434;LUXCO INC;63530;Salvador's Original Margarita PET;6;1750;6;9;;54;10,5;2,77;-95.027238;40.739231
INV-02069500011;2016-12-09 00:00:00;5119;Corwith Farm Service;205 NW Elm St;Corwith;50430;POINT (-93.957384 42.99274);41;HANCOCK;1012100;Canadian Whiskies;260;DIAGEO AMERICAS;10828;Crown Royal Northern Harvest Rye;12;750;15,59;23,39;;105;3;0,79;-93.957384;42.99274
INV-02055800042;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1032200;Imported Flavored Vodka;370;PERNOD RICARD USA;35354;Absolut Mango Vodka;12;750;11,49;17,24;;34,48;1,5;0,4;-95.385111;40.761736
INV-02055800038;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1081100;Coffee Liqueurs;370;PERNOD RICARD USA;67526;Kahlua Coffee Liqueur;12;750;12,49;18,74;;215,88;9;2,38;-95.385111;40.761736
INV-02055800025;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1012100;Canadian Whiskies;300;McCormick Distilling Co.;12668;Canadian Woods Canadian Why;6;1750;9,49;14,24;;85,44;10,5;2,77;-95.385111;40.761736
INV-02069500005;2016-12-09 00:00:00;5119;Corwith Farm Service;205 NW Elm St;Corwith;50430;POINT (-93.957384 42.99274);41;HANCOCK;1011400;Tennessee Whiskies;85;Brown Forman Corp.;26826;Jack Daniels Old #7 Black Lbl;12;750;15,57;23,36;;70,08;2,25;0,59;-93.957384;42.99274
INV-02055300034;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1011200;Straight Bourbon Whiskies;65;Jim Beam Brands;19061;Jim Beam Mini;12;500;5,4;8,1;;8,1;0,5;0,13;-95.027238;40.739231
INV-02055800015;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1031100;American Vodkas;380;Phillips Beverage;37338;UV Vodka PET;6;1750;10,99;16,49;;98,94;10,5;2,77;-95.385111;40.761736
INV-02069400011;2016-12-09 00:00:00;4463;Casey's General Store #3031 / Garner;145 Us Hwy 18 W;Garner;50438;POINT (-93.603007 43.105833);41;HANCOCK;1031200;American Flavored Vodka;380;Phillips Beverage;40403;UV Peach DISCO;12;750;6,5;9,75;;29,25;2,25;0,59;-93.603007;43.105833
INV-01995900001;2016-12-07 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1022100;Mixto Tequila;55;SAZERAC NORTH AMERICA;89577;Montezuma Gold Tequila;12;1000;7,02;10,53;;1263,6;120;31,7;-95.385111;40.761736
INV-02055300035;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1011200;Straight Bourbon Whiskies;55;SAZERAC NORTH AMERICA;21594;Ten High;24;375;2,96;4,44;;26,64;2,25;0,59;-95.027238;40.739231
INV-02055300024;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1081400;American Schnapps;65;Jim Beam Brands;82607;Dekuyper Sour Apple Pucker;12;1000;7,87;11,81;;141,72;12;3,17;-95.027238;40.739231
INV-02069400006;2016-12-09 00:00:00;4463;Casey's General Store #3031 / Garner;145 Us Hwy 18 W;Garner;50438;POINT (-93.603007 43.105833);41;HANCOCK;1031100;American Vodkas;55;SAZERAC NORTH AMERICA;35316;Barton Vodka;12;750;3,37;5,06;;60,72;9;2,38;-93.603007;43.105833
INV-02055800012;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1031100;American Vodkas;300;McCormick Distilling Co.;36886;Mccormick Vodka;12;750;3,31;4,97;;59,64;9;2,38;-95.385111;40.761736
INV-02069500004;2016-12-09 00:00:00;5119;Corwith Farm Service;205 NW Elm St;Corwith;50430;POINT (-93.957384 42.99274);41;HANCOCK;1062300;Aged Dark Rum;65;Jim Beam Brands;44486;Cruzan Dark Rum;12;750;6,83;10,25;;41;3;0,79;-93.957384;42.99274
INV-02069400003;2016-12-09 00:00:00;4463;Casey's General Store #3031 / Garner;145 Us Hwy 18 W;Garner;50438;POINT (-93.603007 43.105833);41;HANCOCK;1011400;Tennessee Whiskies;85;Brown Forman Corp.;26826;Jack Daniels Old #7 Black Lbl;12;750;15,57;23,36;;70,08;2,25;0,59;-93.603007;43.105833
INV-02056000008;2016-12-09 00:00:00;4937;ROCSTOP;1310 W Sheridan Ave;Shenandoah;51601;POINT (-95.38464 40.765869);73;PAGE;1011200;Straight Bourbon Whiskies;65;Jim Beam Brands;27782;Jim Beam Apple;24;375;5,5;8,25;;189,12;9;2,38;-95.38464;40.765869
INV-02069500007;2016-12-09 00:00:00;5119;Corwith Farm Service;205 NW Elm St;Corwith;50430;POINT (-93.957384 42.99274);41;HANCOCK;1012100;Canadian Whiskies;65;Jim Beam Brands;10846;Canadian Club Small Batch Classic;12;750;13,12;19,68;;59,04;2,25;0,59;-93.957384;42.99274
INV-02055700018;2016-12-09 00:00:00;4266;Wal-Mart 1683 / Shenandoah;705 S Fremont;Shenandoah;51601;POINT (-95.385114 40.760282);73;PAGE;1031100;American Vodkas;205;E & J Gallo Winery;36968;New Amsterdam Vodka;24;375;3,5;5,25;;126;9;2,38;-95.385114;40.760282
INV-02055300036;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1011100;Blended Whiskies;65;Jim Beam Brands;24454;Kessler Blend Whiskey;24;375;3,15;4,73;;28,38;2,25;0,59;-95.027238;40.739231
INV-02055800057;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1081200;Cream Liqueurs;322;Prestige Wine & Spirits Group;80438;Ricura;6;750;10;15;;45;2,25;0,59;-95.385111;40.761736
INV-02055200032;2016-12-09 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1031200;American Flavored Vodka;380;Phillips Beverage;40632;UV Whipped DISCO;12;750;6,5;9,75;;19,5;1,5;0,4;-95.037849;40.726808
INV-02069400017;2016-12-09 00:00:00;4463;Casey's General Store #3031 / Garner;145 Us Hwy 18 W;Garner;50438;POINT (-93.603007 43.105833);41;HANCOCK;1081300;American Cordials & Liqueur;322;Prestige Wine & Spirits Group;75211;Kinky Liqueur;12;750;10;15;;45;2,25;0,59;-93.603007;43.105833
INV-02055600006;2016-12-09 00:00:00;4266;Wal-Mart 1683 / Shenandoah;705 S Fremont;Shenandoah;51601;POINT (-95.385114 40.760282);73;PAGE;1031100;American Vodkas;301;FIFTH GENERATION INC;38176;Titos Handmade Vodka;12;750;9,64;14,46;;347,04;18;4,76;-95.385114;40.760282
INV-02055200033;2016-12-09 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1062400;Spiced Rum;260;DIAGEO AMERICAS;43334;Captain Morgan Spiced Rum;24;375;5;7,5;;180;9;2,38;-95.037849;40.726808
INV-02055800063;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1031100;American Vodkas;260;DIAGEO AMERICAS;37414;Popov Vodka 80 Prf;24;375;3;4,5;;36;3;0,79;-95.385111;40.761736
INV-02055300070;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1031200;American Flavored Vodka;260;DIAGEO AMERICAS;77852;Smirnoff Watermelon;12;750;8,25;12,38;;24,76;1,5;0,4;-95.027238;40.739231
INV-02069400009;2016-12-09 00:00:00;4463;Casey's General Store #3031 / Garner;145 Us Hwy 18 W;Garner;50438;POINT (-93.603007 43.105833);41;HANCOCK;1031100;American Vodkas;260;DIAGEO AMERICAS;37418;Popov Vodka 80 Prf;6;1750;8,5;12,75;;76,5;10,5;2,77;-93.603007;43.105833
INV-02069400004;2016-12-09 00:00:00;4463;Casey's General Store #3031 / Garner;145 Us Hwy 18 W;Garner;50438;POINT (-93.603007 43.105833);41;HANCOCK;1032100;Imported Vodkas;35;BACARDI USA INC;34433;Grey Goose Vodka;12;750;18,49;27,74;;83,22;2,25;0,59;-93.603007;43.105833
INV-02069400007;2016-12-09 00:00:00;4463;Casey's General Store #3031 / Garner;145 Us Hwy 18 W;Garner;50438;POINT (-93.603007 43.105833);41;HANCOCK;1031100;American Vodkas;300;McCormick Distilling Co.;36904;Mccormick Vodka Pet;24;375;1,8;2,7;;64,8;9;2,38;-93.603007;43.105833
INV-02055800028;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1012100;Canadian Whiskies;115;CONSTELLATION BRANDS INC;11786;Black Velvet Traveler;12;750;5,23;7,85;;94,2;9;2,38;-95.385111;40.761736
INV-02056000009;2016-12-09 00:00:00;4937;ROCSTOP;1310 W Sheridan Ave;Shenandoah;51601;POINT (-95.38464 40.765869);73;PAGE;1081100;Coffee Liqueurs;370;PERNOD RICARD USA;67526;Kahlua Coffee Liqueur;12;750;12,49;18,74;;35,98;1,5;0,4;-95.38464;40.765869
INV-02055700005;2016-12-09 00:00:00;4266;Wal-Mart 1683 / Shenandoah;705 S Fremont;Shenandoah;51601;POINT (-95.385114 40.760282);73;PAGE;1011200;Straight Bourbon Whiskies;461;Skyy Spirits Inc;22156;Wild Turkey 101;12;750;14;21;;243;9;2,38;-95.385114;40.760282
INV-02055800070;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1051100;American Brandies;434;LUXCO INC;55084;Paramount Blackberry Brandy;24;375;3,55;5,33;;10,66;0,75;0,2;-95.385111;40.761736
INV-02055800014;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1031100;American Vodkas;205;E & J Gallo Winery;36971;New Amsterdam Vodka;6;1750;14;21;;119,88;10,5;2,77;-95.385111;40.761736
INV-02069500012;2016-12-09 00:00:00;5119;Corwith Farm Service;205 NW Elm St;Corwith;50430;POINT (-93.957384 42.99274);41;HANCOCK;1011100;Blended Whiskies;260;DIAGEO AMERICAS;27554;Seagrams Seven Crown Dark Honey;12;750;7;10,5;;21;1,5;0,4;-93.957384;42.99274
INV-02069400012;2016-12-09 00:00:00;4463;Casey's General Store #3031 / Garner;145 Us Hwy 18 W;Garner;50438;POINT (-93.603007 43.105833);41;HANCOCK;1062400;Spiced Rum;259;Heaven Hill Brands;43028;Admiral Nelson Spiced Rum;6;1750;11,55;17,33;;103,98;10,5;2,77;-93.603007;43.105833
INV-02055800061;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1032100;Imported Vodkas;35;BACARDI USA INC;34359;Grey Goose Vodka;12;200;5;7,5;;60;1,6;0,42;-95.385111;40.761736
INV-02055200002;2016-12-09 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1012100;Canadian Whiskies;260;DIAGEO AMERICAS;11296;Crown Royal;12;750;15,59;23,39;;271,32;9;2,38;-95.037849;40.726808
INV-02055300021;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1081200;Cream Liqueurs;305;Mhw LTD;73058;"""Rumchata """"MiniChatas"""" Creamer Cups""";12;375;7;10,5;;126;4,5;1,19;-95.027238;40.739231
INV-02055800051;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1031100;American Vodkas;300;McCormick Distilling Co.;36903;Mccormick Vodka;48;200;1,13;1,7;;17;2;0,53;-95.385111;40.761736
INV-02055300046;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1032100;Imported Vodkas;260;DIAGEO AMERICAS;36871;Ciroc 80prf;12;750;16,49;24,74;;27,74;0,75;0,2;-95.027238;40.739231
INV-02055300071;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1031200;American Flavored Vodka;260;DIAGEO AMERICAS;77900;Smirnoff Sours Berry Lemon;12;750;8,25;12,38;;49,52;3;0,79;-95.027238;40.739231
INV-02055200004;2016-12-09 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1062400;Spiced Rum;260;DIAGEO AMERICAS;43336;Captain Morgan Original Spiced;12;750;9,06;13,59;;163,08;9;2,38;-95.037849;40.726808
